Rank,Rider,Rider No.,Team,Points,Unnamed: 5,Stages,Year,Times,B,P,Segment
1,WARREN BARGUIL,41,TEAM FORTUNEO - SAMSIC,1 PTS,,16,2018,,,,Côte de Fanjeaux - 25 km
1,JULIAN ALAPHILIPPE,101,QUICK - STEP FLOORS,1 PTS,,16,2018,,,,Côte de Pamiers - 72 km
1,PHILIPPE GILBERT,104,QUICK - STEP FLOORS,5 PTS,,16,2018,,,,Col de Portet-d'Aspet (1 069 m) - 155.5 km
2,JULIAN ALAPHILIPPE,101,QUICK - STEP FLOORS,3 PTS,,16,2018,,,,Col de Portet-d'Aspet (1 069 m) - 155.5 km
3,WARREN BARGUIL,41,TEAM FORTUNEO - SAMSIC,2 PTS,,16,2018,,,,Col de Portet-d'Aspet (1 069 m) - 155.5 km
4,BAUKE MOLLEMA,191,TREK - SEGAFREDO,1 PTS,,16,2018,,,,Col de Portet-d'Aspet (1 069 m) - 155.5 km
1,JULIAN ALAPHILIPPE,101,QUICK - STEP FLOORS,10 PTS,,16,2018,,,,Col de Menté - 171 km
2,BAUKE MOLLEMA,191,TREK - SEGAFREDO,8 PTS,,16,2018,,,,Col de Menté - 171 km
3,DAMIANO CARUSO,83,BMC RACING TEAM,6 PTS,,16,2018,,,,Col de Menté - 171 km
4,DOMENICO POZZOVIVO,58,BAHRAIN - MERIDA,4 PTS,,16,2018,,,,Col de Menté - 171 km
5,ROBERT GESINK,162,TEAM LOTTO NL - JUMBO,2 PTS,,16,2018,,,,Col de Menté - 171 km
6,PIERRE LATOUR,26,AG2R LA MONDIALE,1 PTS,,16,2018,,,,Col de Menté - 171 km
1,ADAM YATES,61,MITCHELTON - SCOTT,20 PTS,,16,2018,,,,Col du Portillon (1 292 m) - 208 km
2,JULIAN ALAPHILIPPE,101,QUICK - STEP FLOORS,16 PTS,,16,2018,,,,Col du Portillon (1 292 m) - 208 km
3,BAUKE MOLLEMA,191,TREK - SEGAFREDO,12 PTS,,16,2018,,,,Col du Portillon (1 292 m) - 208 km
4,DOMENICO POZZOVIVO,58,BAHRAIN - MERIDA,8 PTS,,16,2018,,,,Col du Portillon (1 292 m) - 208 km
5,GORKA IZAGIRRE INSAUSTI,54,BAHRAIN - MERIDA,4 PTS,,16,2018,,,,Col du Portillon (1 292 m) - 208 km
6,ROBERT GESINK,162,TEAM LOTTO NL - JUMBO,2 PTS,,16,2018,,,,Col du Portillon (1 292 m) - 208 km
1,TANEL KANGERT,125,ASTANA PRO TEAM,10 PTS,,17,2018,,,,Montée de Peyragudes (1 645 m) - 15 km
2,JULIAN ALAPHILIPPE,101,QUICK - STEP FLOORS,8 PTS,,17,2018,,,,Montée de Peyragudes (1 645 m) - 15 km
3,KRISTIJAN ÐURASEK,93,UAE TEAM EMIRATES,6 PTS,,17,2018,,,,Montée de Peyragudes (1 645 m) - 15 km
4,JESUS HERRADA,204,"COFIDIS, SOLUTIONS CREDITS",4 PTS,,17,2018,,,,Montée de Peyragudes (1 645 m) - 15 km
5,RAFAL MAJKA,114,BORA - HANSGROHE,2 PTS,,17,2018,,,,Montée de Peyragudes (1 645 m) - 15 km
6,MARC SOLER,77,MOVISTAR TEAM,1 PTS,,17,2018,,,,Montée de Peyragudes (1 645 m) - 15 km
1,JULIAN ALAPHILIPPE,101,QUICK - STEP FLOORS,10 PTS,,17,2018,,,,Col de Val Louron-Azet (1 580 m) - 37 km
2,TANEL KANGERT,125,ASTANA PRO TEAM,8 PTS,,17,2018,,,,Col de Val Louron-Azet (1 580 m) - 37 km
3,KRISTIJAN ÐURASEK,93,UAE TEAM EMIRATES,6 PTS,,17,2018,,,,Col de Val Louron-Azet (1 580 m) - 37 km
4,ALEJANDRO VALVERDE,78,MOVISTAR TEAM,4 PTS,,17,2018,,,,Col de Val Louron-Azet (1 580 m) - 37 km
5,DANIEL FELIPE MARTINEZ POVEDA,14,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,2 PTS,,17,2018,,,,Col de Val Louron-Azet (1 580 m) - 37 km
6,RAFAL MAJKA,114,BORA - HANSGROHE,1 PTS,,17,2018,,,,Col de Val Louron-Azet (1 580 m) - 37 km
1,NAIRO QUINTANA,71,MOVISTAR TEAM,40 PTS,,17,2018,,,,SAINT-LARY-SOULAN Col du Portet (2 215 m) - Souvenir Henri Desgrange - 65 km
2,DANIEL MARTIN,91,UAE TEAM EMIRATES,30 PTS,,17,2018,,,,SAINT-LARY-SOULAN Col du Portet (2 215 m) - Souvenir Henri Desgrange - 65 km
3,GERAINT THOMAS,8,TEAM SKY,24 PTS,,17,2018,,,,SAINT-LARY-SOULAN Col du Portet (2 215 m) - Souvenir Henri Desgrange - 65 km
4,PRIMOŽ ROGLIČ,166,TEAM LOTTO NL - JUMBO,20 PTS,,17,2018,,,,SAINT-LARY-SOULAN Col du Portet (2 215 m) - Souvenir Henri Desgrange - 65 km
5,TOM DUMOULIN,32,TEAM SUNWEB,16 PTS,,17,2018,,,,SAINT-LARY-SOULAN Col du Portet (2 215 m) - Souvenir Henri Desgrange - 65 km
6,STEVEN KRUIJSWIJK,161,TEAM LOTTO NL - JUMBO,12 PTS,,17,2018,,,,SAINT-LARY-SOULAN Col du Portet (2 215 m) - Souvenir Henri Desgrange - 65 km
7,EGAN BERNAL GOMEZ,2,TEAM SKY,8 PTS,,17,2018,,,,SAINT-LARY-SOULAN Col du Portet (2 215 m) - Souvenir Henri Desgrange - 65 km
8,CHRIS FROOME,1,TEAM SKY,4 PTS,,17,2018,,,,SAINT-LARY-SOULAN Col du Portet (2 215 m) - Souvenir Henri Desgrange - 65 km
1,NIKI TERPSTRA,108,QUICK - STEP FLOORS,1 PTS,,18,2018,,,,Côte de Madiran - 53.5 km
1,GUILLAUME VAN KEIRSBULCK,218,WANTY - GROUPE GOBERT,1 PTS,,18,2018,,,,Côte d'Anos - 152.5 km
1,SILVAN DILLIER,22,AG2R LA MONDIALE,1 PTS,,19,2018,,,,Côte de Loucrup - 7 km
1,DAMIEN GAUDIN,185,DIRECT ENERGIE,1 PTS,,19,2018,,,,Côte de Capvern-les-Bains - 40 km
1,JULIAN ALAPHILIPPE,101,QUICK - STEP FLOORS,10 PTS,,19,2018,,,,Col d'Aspin (1 490 m) - 78.5 km
2,WARREN BARGUIL,41,TEAM FORTUNEO - SAMSIC,8 PTS,,19,2018,,,,Col d'Aspin (1 490 m) - 78.5 km
3,BAUKE MOLLEMA,191,TREK - SEGAFREDO,6 PTS,,19,2018,,,,Col d'Aspin (1 490 m) - 78.5 km
4,TANEL KANGERT,125,ASTANA PRO TEAM,4 PTS,,19,2018,,,,Col d'Aspin (1 490 m) - 78.5 km
5,BOB JUNGELS,105,QUICK - STEP FLOORS,2 PTS,,19,2018,,,,Col d'Aspin (1 490 m) - 78.5 km
6,MIKEL NIEVE ITURRALDE,68,MITCHELTON - SCOTT,1 PTS,,19,2018,,,,Col d'Aspin (1 490 m) - 78.5 km
1,JULIAN ALAPHILIPPE,101,QUICK - STEP FLOORS,20 PTS,,19,2018,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 108 km
2,MIKEL NIEVE ITURRALDE,68,MITCHELTON - SCOTT,15 PTS,,19,2018,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 108 km
3,BOB JUNGELS,105,QUICK - STEP FLOORS,12 PTS,,19,2018,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 108 km
4,WARREN BARGUIL,41,TEAM FORTUNEO - SAMSIC,10 PTS,,19,2018,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 108 km
5,TANEL KANGERT,125,ASTANA PRO TEAM,8 PTS,,19,2018,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 108 km
6,GORKA IZAGIRRE INSAUSTI,54,BAHRAIN - MERIDA,6 PTS,,19,2018,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 108 km
7,RAFAL MAJKA,114,BORA - HANSGROHE,4 PTS,,19,2018,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 108 km
8,ANDREY AMADOR,72,MOVISTAR TEAM,2 PTS,,19,2018,,,,Col du Tourmalet (2 115 m) Souvenir Jacques Goddet - 108 km
1,TANEL KANGERT,125,ASTANA PRO TEAM,5 PTS,,19,2018,,,,Col des Bordères (1 156 m) - 159.5 km
2,ILNUR ZAKARIN,141,TEAM KATUSHA ALPECIN,3 PTS,,19,2018,,,,Col des Bordères (1 156 m) - 159.5 km
3,GORKA IZAGIRRE INSAUSTI,54,BAHRAIN - MERIDA,2 PTS,,19,2018,,,,Col des Bordères (1 156 m) - 159.5 km
4,RAFAL MAJKA,114,BORA - HANSGROHE,1 PTS,,19,2018,,,,Col des Bordères (1 156 m) - 159.5 km
1,RAFAL MAJKA,114,BORA - HANSGROHE,40 PTS,,19,2018,,,,Col d'Aubisque (1 709 m) - 180.5 km
2,PRIMOŽ ROGLIČ,166,TEAM LOTTO NL - JUMBO,30 PTS,,19,2018,,,,Col d'Aubisque (1 709 m) - 180.5 km
3,TOM DUMOULIN,32,TEAM SUNWEB,24 PTS,,19,2018,,,,Col d'Aubisque (1 709 m) - 180.5 km
4,GERAINT THOMAS,8,TEAM SKY,20 PTS,,19,2018,,,,Col d'Aubisque (1 709 m) - 180.5 km
5,MIKEL LANDA MEANA,75,MOVISTAR TEAM,16 PTS,,19,2018,,,,Col d'Aubisque (1 709 m) - 180.5 km
6,ROMAIN BARDET,21,AG2R LA MONDIALE,12 PTS,,19,2018,,,,Col d'Aubisque (1 709 m) - 180.5 km
7,DANIEL MARTIN,91,UAE TEAM EMIRATES,8 PTS,,19,2018,,,,Col d'Aubisque (1 709 m) - 180.5 km
8,STEVEN KRUIJSWIJK,161,TEAM LOTTO NL - JUMBO,4 PTS,,19,2018,,,,Col d'Aubisque (1 709 m) - 180.5 km
1,GREG VAN AVERMAET,111,CCC TEAM,2 PTS,,1,2019,,,,Mur de Grammont - 43.5 km
2,XANDRO MEURISSE,195,WANTY - GOBERT CYCLING TEAM,1 PTS,,1,2019,,,,Mur de Grammont - 43.5 km
1,XANDRO MEURISSE,195,WANTY - GOBERT CYCLING TEAM,1 PTS,,1,2019,,,,Bosberg - 47.5 km
1,TIM WELLENS,168,LOTTO SOUDAL,1 PTS,,3,2019,,,,Côte de Nanteuil-la-Forêt - 173 km
1,TIM WELLENS,168,LOTTO SOUDAL,2 PTS,,3,2019,,,,Côte d'Hautvillers - 185.5 km
2,NAIRO QUINTANA,61,MOVISTAR TEAM,1 PTS,,3,2019,,,,Côte d'Hautvillers - 185.5 km
1,TIM WELLENS,168,LOTTO SOUDAL,2 PTS,,3,2019,,,,Côte de Champillon - 190 km
2,XANDRO MEURISSE,195,WANTY - GOBERT CYCLING TEAM,1 PTS,,3,2019,,,,Côte de Champillon - 190 km
1,TIM WELLENS,168,LOTTO SOUDAL,2 PTS,,3,2019,,,,Côte de Mutigny - 199 km
2,JULIAN ALAPHILIPPE,21,DECEUNINCK - QUICK - STEP,1 PTS,,3,2019,,,,Côte de Mutigny - 199 km
1,MICHAEL SCHÄR,117,CCC TEAM,1 PTS,,4,2019,,,,Côte de Rosières - 121 km
1,WILCO KELDERMAN,146,TEAM SUNWEB,1 PTS,,4,2019,,,,Côte de Maron - 198.5 km
1,TIM WELLENS,168,LOTTO SOUDAL,2 PTS,,5,2019,,,,Côte de Grendelbruch - 44 km
2,TOMS SKUJINS,137,TREK - SEGAFREDO,1 PTS,,5,2019,,,,Côte de Grendelbruch - 44 km
1,TIM WELLENS,168,LOTTO SOUDAL,5 PTS,,5,2019,,,,Côte du Haut-Kœnigsbourg (554 m) (D159-D1 BIS) - 109.5 km
2,TOMS SKUJINS,137,TREK - SEGAFREDO,3 PTS,,5,2019,,,,Côte du Haut-Kœnigsbourg (554 m) (D159-D1 BIS) - 109.5 km
3,SIMON CLARKE,93,EF EDUCATION FIRST,2 PTS,,5,2019,,,,Côte du Haut-Kœnigsbourg (554 m) (D159-D1 BIS) - 109.5 km
4,MADS WÜRTZ SCHMIDT,187,TEAM KATUSHA ALPECIN,1 PTS,,5,2019,,,,Côte du Haut-Kœnigsbourg (554 m) (D159-D1 BIS) - 109.5 km
1,TOMS SKUJINS,137,TREK - SEGAFREDO,5 PTS,,5,2019,,,,Côte des Trois-Épis (659 m) - 140.5 km
2,TIM WELLENS,168,LOTTO SOUDAL,3 PTS,,5,2019,,,,Côte des Trois-Épis (659 m) - 140.5 km
3,SIMON CLARKE,93,EF EDUCATION FIRST,2 PTS,,5,2019,,,,Côte des Trois-Épis (659 m) - 140.5 km
4,XANDRO MEURISSE,195,WANTY - GOBERT CYCLING TEAM,1 PTS,,5,2019,,,,Côte des Trois-Épis (659 m) - 140.5 km
1,XANDRO MEURISSE,195,WANTY - GOBERT CYCLING TEAM,2 PTS,,5,2019,,,,Côte des Cinq Châteaux - 156 km
2,LENNARD KÄMNA,145,TEAM SUNWEB,1 PTS,,5,2019,,,,Côte des Cinq Châteaux - 156 km
1,TIM WELLENS,168,LOTTO SOUDAL,10 PTS,,6,2019,,,,Le Markstein (1 183 m) (D430-D131-D431) - 43.5 km
2,GIULIO CICCONE,133,TREK - SEGAFREDO,8 PTS,,6,2019,,,,Le Markstein (1 183 m) (D430-D131-D431) - 43.5 km
3,XANDRO MEURISSE,195,WANTY - GOBERT CYCLING TEAM,6 PTS,,6,2019,,,,Le Markstein (1 183 m) (D430-D131-D431) - 43.5 km
4,NATNAEL BERHANE,152,"COFIDIS, SOLUTIONS CREDITS",4 PTS,,6,2019,,,,Le Markstein (1 183 m) (D430-D131-D431) - 43.5 km
5,JULIEN BERNARD,132,TREK - SEGAFREDO,2 PTS,,6,2019,,,,Le Markstein (1 183 m) (D430-D131-D431) - 43.5 km
6,THOMAS DE GENDT,164,LOTTO SOUDAL,1 PTS,,6,2019,,,,Le Markstein (1 183 m) (D430-D131-D431) - 43.5 km
1,THOMAS DE GENDT,164,LOTTO SOUDAL,2 PTS,,6,2019,,,,Grand Ballon - 50.5 km
2,GIULIO CICCONE,133,TREK - SEGAFREDO,1 PTS,,6,2019,,,,Grand Ballon - 50.5 km
1,NATNAEL BERHANE,152,"COFIDIS, SOLUTIONS CREDITS",5 PTS,,6,2019,,,,Col du Hundsruck (748 m) - 74 km
2,TIM WELLENS,168,LOTTO SOUDAL,3 PTS,,6,2019,,,,Col du Hundsruck (748 m) - 74 km
3,GIULIO CICCONE,133,TREK - SEGAFREDO,2 PTS,,6,2019,,,,Col du Hundsruck (748 m) - 74 km
4,THOMAS DE GENDT,164,LOTTO SOUDAL,1 PTS,,6,2019,,,,Col du Hundsruck (748 m) - 74 km
1,TIM WELLENS,168,LOTTO SOUDAL,10 PTS,,6,2019,,,,Ballon d'Alsace (1 168 m) - 105 km
2,XANDRO MEURISSE,195,WANTY - GOBERT CYCLING TEAM,8 PTS,,6,2019,,,,Ballon d'Alsace (1 168 m) - 105 km
3,GIULIO CICCONE,133,TREK - SEGAFREDO,6 PTS,,6,2019,,,,Ballon d'Alsace (1 168 m) - 105 km
4,NATNAEL BERHANE,152,"COFIDIS, SOLUTIONS CREDITS",4 PTS,,6,2019,,,,Ballon d'Alsace (1 168 m) - 105 km
5,THOMAS DE GENDT,164,LOTTO SOUDAL,2 PTS,,6,2019,,,,Ballon d'Alsace (1 168 m) - 105 km
6,SERGE PAUWELS,115,CCC TEAM,1 PTS,,6,2019,,,,Ballon d'Alsace (1 168 m) - 105 km
1,THOMAS DE GENDT,164,LOTTO SOUDAL,2 PTS,,6,2019,,,,Col des Croix - 123.5 km
2,TIM WELLENS,168,LOTTO SOUDAL,1 PTS,,6,2019,,,,Col des Croix - 123.5 km
1,GIULIO CICCONE,133,TREK - SEGAFREDO,5 PTS,,6,2019,,,,Col des Chevrères (924 m) - 141.5 km
2,DYLAN TEUNS,47,BAHRAIN - MERIDA,3 PTS,,6,2019,,,,Col des Chevrères (924 m) - 141.5 km
3,TIM WELLENS,168,LOTTO SOUDAL,2 PTS,,6,2019,,,,Col des Chevrères (924 m) - 141.5 km
4,XANDRO MEURISSE,195,WANTY - GOBERT CYCLING TEAM,1 PTS,,6,2019,,,,Col des Chevrères (924 m) - 141.5 km
1,DYLAN TEUNS,47,BAHRAIN - MERIDA,10 PTS,,6,2019,,,,LA PLANCHE DES BELLES FILLES (1 140 m) - 160.5 km
2,GIULIO CICCONE,133,TREK - SEGAFREDO,8 PTS,,6,2019,,,,LA PLANCHE DES BELLES FILLES (1 140 m) - 160.5 km
3,XANDRO MEURISSE,195,WANTY - GOBERT CYCLING TEAM,6 PTS,,6,2019,,,,LA PLANCHE DES BELLES FILLES (1 140 m) - 160.5 km
4,GERAINT THOMAS,1,TEAM INEOS,4 PTS,,6,2019,,,,LA PLANCHE DES BELLES FILLES (1 140 m) - 160.5 km
5,THIBAUT PINOT,51,GROUPAMA - FDJ,2 PTS,,6,2019,,,,LA PLANCHE DES BELLES FILLES (1 140 m) - 160.5 km
6,JULIAN ALAPHILIPPE,21,DECEUNINCK - QUICK - STEP,1 PTS,,6,2019,,,,LA PLANCHE DES BELLES FILLES (1 140 m) - 160.5 km
1,YOANN OFFREDO,196,WANTY - GOBERT CYCLING TEAM,1 PTS,,7,2019,,,,Col de Ferrière - 37.5 km
1,STÉPHANE ROSSETTO,157,"COFIDIS, SOLUTIONS CREDITS",2 PTS,,7,2019,,,,Côte de Chassagne-Saint-Denis - 95.5 km
2,YOANN OFFREDO,196,WANTY - GOBERT CYCLING TEAM,1 PTS,,7,2019,,,,Côte de Chassagne-Saint-Denis - 95.5 km
1,YOANN OFFREDO,196,WANTY - GOBERT CYCLING TEAM,1 PTS,,7,2019,,,,Côte de Nans-sous-Sainte-Anne - 119.5 km
1,THOMAS DE GENDT,164,LOTTO SOUDAL,5 PTS,,8,2019,,,,Col de la Croix Montmain (737 m) (D88 E-D44) - 51 km
2,BENJAMIN KING,205,TEAM DIMENSION DATA,3 PTS,,8,2019,,,,Col de la Croix Montmain (737 m) (D88 E-D44) - 51 km
3,ALESSANDRO DE MARCHI,113,CCC TEAM,2 PTS,,8,2019,,,,Col de la Croix Montmain (737 m) (D88 E-D44) - 51 km
4,NIKI TERPSTRA,177,TOTAL DIRECT ENERGIE,1 PTS,,8,2019,,,,Col de la Croix Montmain (737 m) (D88 E-D44) - 51 km
1,THOMAS DE GENDT,164,LOTTO SOUDAL,5 PTS,,8,2019,,,,Col de la Croix de Thel (650 m) - 71 km
2,BENJAMIN KING,205,TEAM DIMENSION DATA,3 PTS,,8,2019,,,,Col de la Croix de Thel (650 m) - 71 km
3,ALESSANDRO DE MARCHI,113,CCC TEAM,2 PTS,,8,2019,,,,Col de la Croix de Thel (650 m) - 71 km
4,NIKI TERPSTRA,177,TOTAL DIRECT ENERGIE,1 PTS,,8,2019,,,,Col de la Croix de Thel (650 m) - 71 km
1,THOMAS DE GENDT,164,LOTTO SOUDAL,5 PTS,,8,2019,,,,Col de la Croix Paquet (598 m) - 84.5 km
2,BENJAMIN KING,205,TEAM DIMENSION DATA,3 PTS,,8,2019,,,,Col de la Croix Paquet (598 m) - 84.5 km
3,ALESSANDRO DE MARCHI,113,CCC TEAM,2 PTS,,8,2019,,,,Col de la Croix Paquet (598 m) - 84.5 km
4,NIKI TERPSTRA,177,TOTAL DIRECT ENERGIE,1 PTS,,8,2019,,,,Col de la Croix Paquet (598 m) - 84.5 km
1,THOMAS DE GENDT,164,LOTTO SOUDAL,2 PTS,,8,2019,,,,Côte d'Affoux - 97 km
2,BENJAMIN KING,205,TEAM DIMENSION DATA,1 PTS,,8,2019,,,,Côte d'Affoux - 97 km
1,THOMAS DE GENDT,164,LOTTO SOUDAL,5 PTS,,8,2019,,,,Côte de la Croix de Part (738 m) (VC-D25) - 133 km
2,ALESSANDRO DE MARCHI,113,CCC TEAM,3 PTS,,8,2019,,,,Côte de la Croix de Part (738 m) (VC-D25) - 133 km
3,NIKI TERPSTRA,177,TOTAL DIRECT ENERGIE,2 PTS,,8,2019,,,,Côte de la Croix de Part (738 m) (VC-D25) - 133 km
4,BENJAMIN KING,205,TEAM DIMENSION DATA,1 PTS,,8,2019,,,,Côte de la Croix de Part (738 m) (VC-D25) - 133 km
1,THOMAS DE GENDT,164,LOTTO SOUDAL,5 PTS,,8,2019,,,,Côte d'Aveize (778 m) - 148.5 km
2,ALESSANDRO DE MARCHI,113,CCC TEAM,3 PTS,,8,2019,,,,Côte d'Aveize (778 m) - 148.5 km
3,BENJAMIN KING,205,TEAM DIMENSION DATA,2 PTS,,8,2019,,,,Côte d'Aveize (778 m) - 148.5 km
4,OMAR FRAILE MATARRANZ,73,ASTANA PRO TEAM,1 PTS,,8,2019,,,,Côte d'Aveize (778 m) - 148.5 km
1,THOMAS DE GENDT,164,LOTTO SOUDAL,2 PTS,,8,2019,,,,Côte de la Jaillère (VC-D3) - 187.5 km
2,JULIAN ALAPHILIPPE,21,DECEUNINCK - QUICK - STEP,1 PTS,,8,2019,,,,Côte de la Jaillère (VC-D3) - 187.5 km
1,TIESJ BENOOT,162,LOTTO SOUDAL,10 PTS,,9,2019,,,,Mur d'Aurec-sur-Loire (802 m) - 36.5 km
2,ANTHONY DELAPLACE,213,TEAM ARKEA - SAMSIC,8 PTS,,9,2019,,,,Mur d'Aurec-sur-Loire (802 m) - 36.5 km
3,DARYL IMPEY,105,MITCHELTON - SCOTT,6 PTS,,9,2019,,,,Mur d'Aurec-sur-Loire (802 m) - 36.5 km
4,ROMAIN SICARD,175,TOTAL DIRECT ENERGIE,4 PTS,,9,2019,,,,Mur d'Aurec-sur-Loire (802 m) - 36.5 km
5,JESUS HERRADA,154,"COFIDIS, SOLUTIONS CREDITS",2 PTS,,9,2019,,,,Mur d'Aurec-sur-Loire (802 m) - 36.5 km
6,NICOLAS ROCHE,148,TEAM SUNWEB,1 PTS,,9,2019,,,,Mur d'Aurec-sur-Loire (802 m) - 36.5 km
1,DARYL IMPEY,105,MITCHELTON - SCOTT,2 PTS,,9,2019,,,,Côte des Guillaumanches - 106 km
2,TIESJ BENOOT,162,LOTTO SOUDAL,1 PTS,,9,2019,,,,Côte des Guillaumanches - 106 km
1,DARYL IMPEY,105,MITCHELTON - SCOTT,2 PTS,,9,2019,,,,Côte de Saint-Just - 157.5 km
2,TIESJ BENOOT,162,LOTTO SOUDAL,1 PTS,,9,2019,,,,Côte de Saint-Just - 157.5 km
1,NATNAEL BERHANE,152,"COFIDIS, SOLUTIONS CREDITS",1 PTS,,10,2019,,,,Côte de Mallet - 22 km
1,NATNAEL BERHANE,152,"COFIDIS, SOLUTIONS CREDITS",2 PTS,,10,2019,,,,Côte de Chaudes-Aigues - 40.5 km
2,ODD CHRISTIAN EIKING,194,WANTY - GOBERT CYCLING TEAM,1 PTS,,10,2019,,,,Côte de Chaudes-Aigues - 40.5 km
1,NATNAEL BERHANE,152,"COFIDIS, SOLUTIONS CREDITS",2 PTS,,10,2019,,,,Côte d'Espalion - 95.5 km
2,ODD CHRISTIAN EIKING,194,WANTY - GOBERT CYCLING TEAM,1 PTS,,10,2019,,,,Côte d'Espalion - 95.5 km
1,NATNAEL BERHANE,152,"COFIDIS, SOLUTIONS CREDITS",2 PTS,,10,2019,,,,Côte de La Malric - 164.5 km
2,ODD CHRISTIAN EIKING,194,WANTY - GOBERT CYCLING TEAM,1 PTS,,10,2019,,,,Côte de La Malric - 164.5 km
1,ANTHONY PEREZ,155,"COFIDIS, SOLUTIONS CREDITS",2 PTS,,11,2019,,,,Côte de Tonnac - 32 km
2,AIME DE GENDT,193,WANTY - GOBERT CYCLING TEAM,1 PTS,,11,2019,,,,Côte de Tonnac - 32 km
1,ANTHONY PEREZ,155,"COFIDIS, SOLUTIONS CREDITS",1 PTS,,11,2019,,,,Côte de Castelnau-de-Montmiral - 77 km
1,TIM WELLENS,168,LOTTO SOUDAL,1 PTS,,12,2019,,,,Côte de Montoulieu-Saint-Bernard - 62.5 km
1,TIM WELLENS,168,LOTTO SOUDAL,10 PTS,,12,2019,,,,Col de Peyresourde - 146 km
2,SERGE PAUWELS,115,CCC TEAM,8 PTS,,12,2019,,,,Col de Peyresourde - 146 km
3,LILIAN CALMEJANE,171,TOTAL DIRECT ENERGIE,6 PTS,,12,2019,,,,Col de Peyresourde - 146 km
4,TIESJ BENOOT,162,LOTTO SOUDAL,4 PTS,,12,2019,,,,Col de Peyresourde - 146 km
5,SIMON CLARKE,93,EF EDUCATION FIRST,2 PTS,,12,2019,,,,Col de Peyresourde - 146 km
6,MATHIAS FRANK,34,AG2R LA MONDIALE,1 PTS,,12,2019,,,,Col de Peyresourde - 146 km
1,SIMON YATES,108,MITCHELTON - SCOTT,10 PTS,,12,2019,,,,Hourquette d'Ancizan (1 564 m) - 179 km
2,GREGOR MÜHLBERGER,15,BORA - HANSGROHE,8 PTS,,12,2019,,,,Hourquette d'Ancizan (1 564 m) - 179 km
3,PELLO BILBAO LOPEZ DE ARMENTIA,72,ASTANA PRO TEAM,6 PTS,,12,2019,,,,Hourquette d'Ancizan (1 564 m) - 179 km
4,SERGE PAUWELS,115,CCC TEAM,4 PTS,,12,2019,,,,Hourquette d'Ancizan (1 564 m) - 179 km
5,TONY GALLOPIN,35,AG2R LA MONDIALE,2 PTS,,12,2019,,,,Hourquette d'Ancizan (1 564 m) - 179 km
6,MATTEO TRENTIN,107,MITCHELTON - SCOTT,1 PTS,,12,2019,,,,Hourquette d'Ancizan (1 564 m) - 179 km
1,VINCENZO NIBALI,41,BAHRAIN - MERIDA,1 PTS,,14,2019,,,,Côte de Labatmale - 11.5 km
1,TIM WELLENS,168,LOTTO SOUDAL,10 PTS,,14,2019,,,,Col du Soulor (1 474 m) (D126-D918) - 54 km
2,VINCENZO NIBALI,41,BAHRAIN - MERIDA,8 PTS,,14,2019,,,,Col du Soulor (1 474 m) (D126-D918) - 54 km
3,ELIE GESBERT,214,TEAM ARKEA - SAMSIC,6 PTS,,14,2019,,,,Col du Soulor (1 474 m) (D126-D918) - 54 km
4,ILNUR ZAKARIN,181,TEAM KATUSHA ALPECIN,4 PTS,,14,2019,,,,Col du Soulor (1 474 m) (D126-D918) - 54 km
5,ROMAIN SICARD,175,TOTAL DIRECT ENERGIE,2 PTS,,14,2019,,,,Col du Soulor (1 474 m) (D126-D918) - 54 km
6,CARLOS VERONA QUINTANILLA,68,MOVISTAR TEAM,1 PTS,,14,2019,,,,Col du Soulor (1 474 m) (D126-D918) - 54 km
1,THIBAUT PINOT,51,GROUPAMA - FDJ,40 PTS,,14,2019,,,,TOURMALET (2 115 m) - Souvenir Jacques Goddet - 111 km
2,JULIAN ALAPHILIPPE,21,DECEUNINCK - QUICK - STEP,30 PTS,,14,2019,,,,TOURMALET (2 115 m) - Souvenir Jacques Goddet - 111 km
3,STEVEN KRUIJSWIJK,81,TEAM JUMBO - VISMA,24 PTS,,14,2019,,,,TOURMALET (2 115 m) - Souvenir Jacques Goddet - 111 km
4,EMANUEL BUCHMANN,12,BORA - HANSGROHE,20 PTS,,14,2019,,,,TOURMALET (2 115 m) - Souvenir Jacques Goddet - 111 km
5,EGAN BERNAL GOMEZ,2,TEAM INEOS,16 PTS,,14,2019,,,,TOURMALET (2 115 m) - Souvenir Jacques Goddet - 111 km
6,MIKEL LANDA MEANA,65,MOVISTAR TEAM,12 PTS,,14,2019,,,,TOURMALET (2 115 m) - Souvenir Jacques Goddet - 111 km
7,RIGOBERTO URAN,91,EF EDUCATION FIRST,8 PTS,,14,2019,,,,TOURMALET (2 115 m) - Souvenir Jacques Goddet - 111 km
8,GERAINT THOMAS,1,TEAM INEOS,4 PTS,,14,2019,,,,TOURMALET (2 115 m) - Souvenir Jacques Goddet - 111 km
