Rank,Team,Times,Gap,Stages,Year,Rider,Rider No.,B,P
2,CAISSE D'EPARGNE,218h 47' 19'',+ 00h 04' 27'',15,2010,,,,
3,RABOBANK,219h 00' 15'',+ 00h 17' 23'',15,2010,,,,
4,AG2R LA MONDIALE,219h 03' 48'',+ 00h 20' 56'',15,2010,,,,
5,ASTANA,219h 11' 59'',+ 00h 29' 07'',15,2010,,,,
6,OMEGA PHARMA - LOTTO,219h 14' 05'',+ 00h 31' 13'',15,2010,,,,
7,LIQUIGAS-DOIMO,219h 31' 35'',+ 00h 48' 43'',15,2010,,,,
8,QUICK STEP,219h 35' 30'',+ 00h 52' 38'',15,2010,,,,
9,EUSKALTEL - EUSKADI,219h 41' 25'',+ 00h 58' 33'',15,2010,,,,
10,SKY PRO CYCLING,220h 01' 24'',+ 01h 18' 32'',15,2010,,,,
11,BBOX BOUYGUES TELECOM,220h 04' 52'',+ 01h 22' 00'',15,2010,,,,
12,COFIDIS LE CREDIT EN LIGNE,220h 08' 52'',+ 01h 26' 00'',15,2010,,,,
13,BMC RACING TEAM,220h 27' 46'',+ 01h 44' 54'',15,2010,,,,
14,TEAM SAXO BANK,220h 31' 28'',+ 01h 48' 36'',15,2010,,,,
15,TEAM HTC - COLUMBIA,220h 38' 39'',+ 01h 55' 47'',15,2010,,,,
16,FDJ,220h 50' 53'',+ 02h 08' 01'',15,2010,,,,
17,KATUSHA TEAM,220h 56' 14'',+ 02h 13' 22'',15,2010,,,,
18,GARMIN - TRANSITIONS,221h 15' 52'',+ 02h 33' 00'',15,2010,,,,
19,CERVELO TEST TEAM,221h 36' 21'',+ 02h 53' 29'',15,2010,,,,
20,FOOTON-SERVETTO,222h 07' 49'',+ 03h 24' 57'',15,2010,,,,
21,LAMPRE - FARNESE,222h 46' 10'',+ 04h 03' 18'',15,2010,,,,
22,TEAM MILRAM,222h 52' 29'',+ 04h 09' 37'',15,2010,,,,
1,TEAM RADIOSHACK,235h 24' 46'',-,16,2010,,,,
2,CAISSE D'EPARGNE,235h 29' 13'',+ 00h 04' 27'',16,2010,,,,
3,RABOBANK,235h 55' 39'',+ 00h 30' 53'',16,2010,,,,
4,AG2R LA MONDIALE,235h 59' 12'',+ 00h 34' 26'',16,2010,,,,
5,ASTANA,236h 07' 23'',+ 00h 42' 37'',16,2010,,,,
6,OMEGA PHARMA - LOTTO,236h 09' 29'',+ 00h 44' 43'',16,2010,,,,
7,QUICK STEP,236h 17' 52'',+ 00h 53' 06'',16,2010,,,,
8,EUSKALTEL - EUSKADI,236h 36' 49'',+ 01h 12' 03'',16,2010,,,,
9,LIQUIGAS-DOIMO,236h 43' 56'',+ 01h 19' 10'',16,2010,,,,
10,SKY PRO CYCLING,236h 56' 48'',+ 01h 32' 02'',16,2010,,,,
11,BBOX BOUYGUES TELECOM,237h 10' 28'',+ 01h 45' 42'',16,2010,,,,
12,COFIDIS LE CREDIT EN LIGNE,237h 38' 10'',+ 02h 13' 24'',16,2010,,,,
13,BMC RACING TEAM,237h 40' 07'',+ 02h 15' 21'',16,2010,,,,
14,TEAM SAXO BANK,237h 43' 49'',+ 02h 19' 03'',16,2010,,,,
15,FDJ,237h 56' 29'',+ 02h 31' 43'',16,2010,,,,
16,TEAM HTC - COLUMBIA,238h 19' 03'',+ 02h 54' 17'',16,2010,,,,
17,GARMIN - TRANSITIONS,238h 30' 55'',+ 03h 06' 09'',16,2010,,,,
18,CERVELO TEST TEAM,238h 31' 59'',+ 03h 07' 13'',16,2010,,,,
19,KATUSHA TEAM,238h 36' 38'',+ 03h 11' 52'',16,2010,,,,
20,FOOTON-SERVETTO,239h 31' 16'',+ 04h 06' 30'',16,2010,,,,
21,LAMPRE - FARNESE,240h 30' 55'',+ 05h 06' 09'',16,2010,,,,
22,TEAM MILRAM,240h 32' 53'',+ 05h 08' 07'',16,2010,,,,
1,TEAM RADIOSHACK,250h 44' 40'',-,17,2010,,,,
2,CAISSE D'EPARGNE,250h 53' 10'',+ 00h 08' 30'',17,2010,,,,
3,RABOBANK,251h 18' 19'',+ 00h 33' 39'',17,2010,,,,
4,AG2R LA MONDIALE,251h 22' 38'',+ 00h 37' 58'',17,2010,,,,
5,OMEGA PHARMA - LOTTO,251h 34' 56'',+ 00h 50' 16'',17,2010,,,,
6,ASTANA,251h 39' 20'',+ 00h 54' 40'',17,2010,,,,
7,QUICK STEP,251h 49' 47'',+ 01h 05' 07'',17,2010,,,,
8,EUSKALTEL - EUSKADI,252h 00' 55'',+ 01h 16' 15'',17,2010,,,,
9,LIQUIGAS-DOIMO,252h 09' 21'',+ 01h 24' 41'',17,2010,,,,
10,BBOX BOUYGUES TELECOM,252h 36' 46'',+ 01h 52' 06'',17,2010,,,,
11,SKY PRO CYCLING,252h 53' 47'',+ 02h 09' 07'',17,2010,,,,
12,COFIDIS LE CREDIT EN LIGNE,253h 12' 28'',+ 02h 27' 48'',17,2010,,,,
13,TEAM SAXO BANK,253h 17' 26'',+ 02h 32' 46'',17,2010,,,,
14,BMC RACING TEAM,253h 18' 32'',+ 02h 33' 52'',17,2010,,,,
15,FDJ,253h 42' 44'',+ 02h 58' 04'',17,2010,,,,
16,GARMIN - TRANSITIONS,254h 06' 44'',+ 03h 22' 04'',17,2010,,,,
17,KATUSHA TEAM,254h 09' 50'',+ 03h 25' 10'',17,2010,,,,
18,TEAM HTC - COLUMBIA,254h 19' 52'',+ 03h 35' 12'',17,2010,,,,
19,CERVELO TEST TEAM,254h 38' 21'',+ 03h 53' 41'',17,2010,,,,
20,FOOTON-SERVETTO,255h 55' 14'',+ 05h 10' 34'',17,2010,,,,
21,LAMPRE - FARNESE,256h 31' 09'',+ 05h 46' 29'',17,2010,,,,
22,TEAM MILRAM,256h 45' 26'',+ 06h 00' 46'',17,2010,,,,
1,TEAM RADIOSHACK,264h 36' 07'',-,18,2010,,,,
2,CAISSE D'EPARGNE,264h 44' 37'',+ 00h 08' 30'',18,2010,,,,
3,RABOBANK,265h 09' 46'',+ 00h 33' 39'',18,2010,,,,
4,AG2R LA MONDIALE,265h 14' 05'',+ 00h 37' 58'',18,2010,,,,
5,OMEGA PHARMA - LOTTO,265h 26' 23'',+ 00h 50' 16'',18,2010,,,,
6,ASTANA,265h 30' 47'',+ 00h 54' 40'',18,2010,,,,
7,QUICK STEP,265h 41' 14'',+ 01h 05' 07'',18,2010,,,,
8,EUSKALTEL - EUSKADI,265h 52' 22'',+ 01h 16' 15'',18,2010,,,,
9,LIQUIGAS-DOIMO,266h 00' 48'',+ 01h 24' 41'',18,2010,,,,
10,BBOX BOUYGUES TELECOM,266h 28' 13'',+ 01h 52' 06'',18,2010,,,,
11,SKY PRO CYCLING,266h 45' 14'',+ 02h 09' 07'',18,2010,,,,
12,COFIDIS LE CREDIT EN LIGNE,267h 03' 55'',+ 02h 27' 48'',18,2010,,,,
13,TEAM SAXO BANK,267h 08' 53'',+ 02h 32' 46'',18,2010,,,,
14,BMC RACING TEAM,267h 09' 59'',+ 02h 33' 52'',18,2010,,,,
15,FDJ,267h 34' 11'',+ 02h 58' 04'',18,2010,,,,
16,GARMIN - TRANSITIONS,267h 58' 11'',+ 03h 22' 04'',18,2010,,,,
17,KATUSHA TEAM,268h 01' 17'',+ 03h 25' 10'',18,2010,,,,
18,TEAM HTC - COLUMBIA,268h 11' 19'',+ 03h 35' 12'',18,2010,,,,
19,CERVELO TEST TEAM,268h 29' 48'',+ 03h 53' 41'',18,2010,,,,
20,FOOTON-SERVETTO,269h 46' 41'',+ 05h 10' 34'',18,2010,,,,
21,LAMPRE - FARNESE,270h 22' 36'',+ 05h 46' 29'',18,2010,,,,
22,TEAM MILRAM,270h 36' 53'',+ 06h 00' 46'',18,2010,,,,
1,TEAM RADIOSHACK,267h 55' 00'',-,19,2010,,,,
2,CAISSE D'EPARGNE,268h 04' 15'',+ 00h 09' 15'',19,2010,,,,
3,RABOBANK,268h 22' 49'',+ 00h 27' 49'',19,2010,,,,
4,AG2R LA MONDIALE,268h 36' 10'',+ 00h 41' 10'',19,2010,,,,
5,OMEGA PHARMA - LOTTO,268h 46' 01'',+ 00h 51' 01'',19,2010,,,,
6,ASTANA,268h 51' 16'',+ 00h 56' 16'',19,2010,,,,
7,QUICK STEP,269h 01' 23'',+ 01h 06' 23'',19,2010,,,,
8,EUSKALTEL - EUSKADI,269h 18' 02'',+ 01h 23' 02'',19,2010,,,,
9,LIQUIGAS-DOIMO,269h 24' 14'',+ 01h 29' 14'',19,2010,,,,
10,BBOX BOUYGUES TELECOM,269h 49' 18'',+ 01h 54' 18'',19,2010,,,,
11,SKY PRO CYCLING,270h 00' 28'',+ 02h 05' 28'',19,2010,,,,
12,TEAM SAXO BANK,270h 20' 02'',+ 02h 25' 02'',19,2010,,,,
13,COFIDIS LE CREDIT EN LIGNE,270h 24' 35'',+ 02h 29' 35'',19,2010,,,,
14,BMC RACING TEAM,270h 30' 30'',+ 02h 35' 30'',19,2010,,,,
15,FDJ,270h 53' 59'',+ 02h 58' 59'',19,2010,,,,
16,GARMIN - TRANSITIONS,271h 13' 07'',+ 03h 18' 07'',19,2010,,,,
17,TEAM HTC - COLUMBIA,271h 20' 26'',+ 03h 25' 26'',19,2010,,,,
18,KATUSHA TEAM,271h 23' 05'',+ 03h 28' 05'',19,2010,,,,
19,CERVELO TEST TEAM,271h 46' 56'',+ 03h 51' 56'',19,2010,,,,
20,FOOTON-SERVETTO,273h 10' 36'',+ 05h 15' 36'',19,2010,,,,
21,LAMPRE - FARNESE,273h 45' 02'',+ 05h 50' 02'',19,2010,,,,
22,TEAM MILRAM,274h 00' 41'',+ 06h 05' 41'',19,2010,,,,
1,TEAM RADIOSHACK,276h 02' 03'',-,20,2010,,,,
2,CAISSE D'EPARGNE,276h 11' 18'',+ 00h 09' 15'',20,2010,,,,
3,RABOBANK,276h 29' 52'',+ 00h 27' 49'',20,2010,,,,
4,AG2R LA MONDIALE,276h 43' 13'',+ 00h 41' 10'',20,2010,,,,
5,OMEGA PHARMA - LOTTO,276h 53' 04'',+ 00h 51' 01'',20,2010,,,,
6,ASTANA,276h 58' 19'',+ 00h 56' 16'',20,2010,,,,
7,QUICK STEP,277h 08' 26'',+ 01h 06' 23'',20,2010,,,,
8,EUSKALTEL - EUSKADI,277h 25' 05'',+ 01h 23' 02'',20,2010,,,,
9,LIQUIGAS-DOIMO,277h 31' 17'',+ 01h 29' 14'',20,2010,,,,
10,BBOX BOUYGUES TELECOM,277h 56' 21'',+ 01h 54' 18'',20,2010,,,,
11,SKY PRO CYCLING,278h 07' 31'',+ 02h 05' 28'',20,2010,,,,
12,TEAM SAXO BANK,278h 27' 05'',+ 02h 25' 02'',20,2010,,,,
13,COFIDIS LE CREDIT EN LIGNE,278h 31' 38'',+ 02h 29' 35'',20,2010,,,,
14,BMC RACING TEAM,278h 37' 33'',+ 02h 35' 30'',20,2010,,,,
15,FDJ,279h 01' 02'',+ 02h 58' 59'',20,2010,,,,
16,GARMIN - TRANSITIONS,279h 20' 10'',+ 03h 18' 07'',20,2010,,,,
17,TEAM HTC - COLUMBIA,279h 27' 29'',+ 03h 25' 26'',20,2010,,,,
18,KATUSHA TEAM,279h 30' 08'',+ 03h 28' 05'',20,2010,,,,
19,CERVELO TEST TEAM,279h 53' 59'',+ 03h 51' 56'',20,2010,,,,
20,FOOTON-SERVETTO,281h 17' 39'',+ 05h 15' 36'',20,2010,,,,
21,LAMPRE - FARNESE,281h 52' 05'',+ 05h 50' 02'',20,2010,,,,
22,TEAM MILRAM,282h 07' 44'',+ 06h 05' 41'',20,2010,,,,
1,OMEGA PHARMA - LOTTO,14h 04' 45'',-,1,2011,,,,
2,BMC RACING TEAM,14h 04' 48'',+ 00h 00' 03'',1,2011,,,,
3,TEAM LEOPARD-TREK,14h 04' 51'',+ 00h 00' 06'',1,2011,,,,
4,HTC - HIGHROAD,14h 04' 51'',+ 00h 00' 06'',1,2011,,,,
5,TEAM RADIOSHACK,14h 04' 51'',+ 00h 00' 06'',1,2011,,,,
6,COFIDIS LE CREDIT EN LIGNE,14h 04' 51'',+ 00h 00' 06'',1,2011,,,,
7,LAMPRE - ISD,14h 04' 51'',+ 00h 00' 06'',1,2011,,,,
8,SKY PROCYCLING,14h 04' 51'',+ 00h 00' 06'',1,2011,,,,
9,KATUSHA TEAM,14h 04' 51'',+ 00h 00' 06'',1,2011,,,,
10,PRO TEAM ASTANA,14h 04' 51'',+ 00h 00' 06'',1,2011,,,,
11,MOVISTAR TEAM,14h 04' 51'',+ 00h 00' 06'',1,2011,,,,
12,QUICK STEP CYCLING TEAM,14h 04' 51'',+ 00h 00' 06'',1,2011,,,,
13,TEAM EUROPCAR,14h 04' 51'',+ 00h 00' 06'',1,2011,,,,
14,TEAM GARMIN - CERVELO,14h 04' 51'',+ 00h 00' 06'',1,2011,,,,
15,LIQUIGAS-CANNONDALE,14h 04' 51'',+ 00h 00' 06'',1,2011,,,,
16,FDJ,14h 06' 05'',+ 00h 01' 20'',1,2011,,,,
17,VACANSOLEIL-DCM,14h 06' 05'',+ 00h 01' 20'',1,2011,,,,
18,RABOBANK CYCLING TEAM,14h 06' 05'',+ 00h 01' 20'',1,2011,,,,
19,SAUR-SOJASUN,14h 06' 40'',+ 00h 01' 55'',1,2011,,,,
20,AG2R LA MONDIALE,14h 06' 40'',+ 00h 01' 55'',1,2011,,,,
21,EUSKALTEL - EUSKADI,14h 09' 27'',+ 00h 04' 42'',1,2011,,,,
22,SAXO BANK SUNGARD,14h 09' 43'',+ 00h 04' 58'',1,2011,,,,
1,TEAM GARMIN - CERVELO,14h 29' 39'',-,2,2011,,,,
2,BMC RACING TEAM,14h 29' 40'',+ 00h 00' 01'',2,2011,,,,
3,TEAM LEOPARD-TREK,14h 29' 43'',+ 00h 00' 04'',2,2011,,,,
4,SKY PROCYCLING,14h 29' 43'',+ 00h 00' 04'',2,2011,,,,
5,HTC - HIGHROAD,14h 29' 44'',+ 00h 00' 05'',2,2011,,,,
6,TEAM RADIOSHACK,14h 29' 49'',+ 00h 00' 10'',2,2011,,,,
7,PRO TEAM ASTANA,14h 30' 11'',+ 00h 00' 32'',2,2011,,,,
8,OMEGA PHARMA - LOTTO,14h 30' 12'',+ 00h 00' 33'',2,2011,,,,
9,TEAM EUROPCAR,14h 30' 29'',+ 00h 00' 50'',2,2011,,,,
10,QUICK STEP CYCLING TEAM,14h 30' 35'',+ 00h 00' 56'',2,2011,,,,
11,LIQUIGAS-CANNONDALE,14h 30' 36'',+ 00h 00' 57'',2,2011,,,,
12,LAMPRE - ISD,14h 30' 43'',+ 00h 01' 04'',2,2011,,,,
13,KATUSHA TEAM,14h 30' 43'',+ 00h 01' 04'',2,2011,,,,
14,MOVISTAR TEAM,14h 30' 48'',+ 00h 01' 09'',2,2011,,,,
15,COFIDIS LE CREDIT EN LIGNE,14h 30' 59'',+ 00h 01' 20'',2,2011,,,,
16,RABOBANK CYCLING TEAM,14h 31' 05'',+ 00h 01' 26'',2,2011,,,,
17,FDJ,14h 31' 39'',+ 00h 02' 00'',2,2011,,,,
18,VACANSOLEIL-DCM,14h 32' 08'',+ 00h 02' 29'',2,2011,,,,
19,AG2R LA MONDIALE,14h 32' 21'',+ 00h 02' 42'',2,2011,,,,
20,SAUR-SOJASUN,14h 32' 30'',+ 00h 02' 51'',2,2011,,,,
21,SAXO BANK SUNGARD,14h 34' 59'',+ 00h 05' 20'',2,2011,,,,
22,EUSKALTEL - EUSKADI,14h 35' 37'',+ 00h 05' 58'',2,2011,,,,
1,TEAM GARMIN - CERVELO,28h 30' 42'',-,3,2011,,,,
2,BMC RACING TEAM,28h 30' 43'',+ 00h 00' 01'',3,2011,,,,
3,TEAM LEOPARD-TREK,28h 30' 46'',+ 00h 00' 04'',3,2011,,,,
4,SKY PROCYCLING,28h 30' 46'',+ 00h 00' 04'',3,2011,,,,
5,HTC - HIGHROAD,28h 30' 47'',+ 00h 00' 05'',3,2011,,,,
6,TEAM RADIOSHACK,28h 30' 52'',+ 00h 00' 10'',3,2011,,,,
7,PRO TEAM ASTANA,28h 31' 14'',+ 00h 00' 32'',3,2011,,,,
8,OMEGA PHARMA - LOTTO,28h 31' 15'',+ 00h 00' 33'',3,2011,,,,
9,TEAM EUROPCAR,28h 31' 32'',+ 00h 00' 50'',3,2011,,,,
10,QUICK STEP CYCLING TEAM,28h 31' 38'',+ 00h 00' 56'',3,2011,,,,
11,LIQUIGAS-CANNONDALE,28h 31' 39'',+ 00h 00' 57'',3,2011,,,,
12,KATUSHA TEAM,28h 31' 46'',+ 00h 01' 04'',3,2011,,,,
13,LAMPRE - ISD,28h 31' 46'',+ 00h 01' 04'',3,2011,,,,
14,MOVISTAR TEAM,28h 31' 51'',+ 00h 01' 09'',3,2011,,,,
15,COFIDIS LE CREDIT EN LIGNE,28h 32' 02'',+ 00h 01' 20'',3,2011,,,,
16,RABOBANK CYCLING TEAM,28h 32' 08'',+ 00h 01' 26'',3,2011,,,,
17,FDJ,28h 32' 42'',+ 00h 02' 00'',3,2011,,,,
18,VACANSOLEIL-DCM,28h 33' 11'',+ 00h 02' 29'',3,2011,,,,
19,AG2R LA MONDIALE,28h 33' 24'',+ 00h 02' 42'',3,2011,,,,
20,SAUR-SOJASUN,28h 33' 33'',+ 00h 02' 51'',3,2011,,,,
21,SAXO BANK SUNGARD,28h 36' 02'',+ 00h 05' 20'',3,2011,,,,
22,EUSKALTEL - EUSKADI,28h 36' 40'',+ 00h 05' 58'',3,2011,,,,
1,TEAM GARMIN - CERVELO,41h 05' 55'',-,4,2011,,,,
2,SKY PROCYCLING,41h 05' 57'',+ 00h 00' 02'',4,2011,,,,
3,TEAM LEOPARD-TREK,41h 05' 59'',+ 00h 00' 04'',4,2011,,,,
4,TEAM RADIOSHACK,41h 06' 05'',+ 00h 00' 10'',4,2011,,,,
5,HTC - HIGHROAD,41h 06' 08'',+ 00h 00' 13'',4,2011,,,,
6,PRO TEAM ASTANA,41h 06' 44'',+ 00h 00' 49'',4,2011,,,,
7,MOVISTAR TEAM,41h 07' 10'',+ 00h 01' 15'',4,2011,,,,
8,TEAM EUROPCAR,41h 07' 10'',+ 00h 01' 15'',4,2011,,,,
9,QUICK STEP CYCLING TEAM,41h 07' 16'',+ 00h 01' 21'',4,2011,,,,
10,RABOBANK CYCLING TEAM,41h 07' 29'',+ 00h 01' 34'',4,2011,,,,
11,KATUSHA TEAM,41h 07' 41'',+ 00h 01' 46'',4,2011,,,,
12,OMEGA PHARMA - LOTTO,41h 07' 43'',+ 00h 01' 48'',4,2011,,,,
13,BMC RACING TEAM,41h 08' 00'',+ 00h 02' 05'',4,2011,,,,
14,COFIDIS LE CREDIT EN LIGNE,41h 08' 14'',+ 00h 02' 19'',4,2011,,,,
15,LIQUIGAS-CANNONDALE,41h 08' 14'',+ 00h 02' 19'',4,2011,,,,
16,FDJ,41h 08' 37'',+ 00h 02' 42'',4,2011,,,,
17,VACANSOLEIL-DCM,41h 09' 02'',+ 00h 03' 07'',4,2011,,,,
18,AG2R LA MONDIALE,41h 09' 24'',+ 00h 03' 29'',4,2011,,,,
19,LAMPRE - ISD,41h 09' 59'',+ 00h 04' 04'',4,2011,,,,
20,SAUR-SOJASUN,41h 12' 24'',+ 00h 06' 29'',4,2011,,,,
21,EUSKALTEL - EUSKADI,41h 12' 25'',+ 00h 06' 30'',4,2011,,,,
22,SAXO BANK SUNGARD,41h 13' 44'',+ 00h 07' 49'',4,2011,,,,
1,TEAM GARMIN - CERVELO,52h 01' 31'',-,5,2011,,,,
2,SKY PROCYCLING,52h 01' 33'',+ 00h 00' 02'',5,2011,,,,
3,TEAM LEOPARD-TREK,52h 01' 35'',+ 00h 00' 04'',5,2011,,,,
4,TEAM RADIOSHACK,52h 01' 41'',+ 00h 00' 10'',5,2011,,,,
5,HTC - HIGHROAD,52h 01' 44'',+ 00h 00' 13'',5,2011,,,,
6,PRO TEAM ASTANA,52h 02' 20'',+ 00h 00' 49'',5,2011,,,,
7,MOVISTAR TEAM,52h 02' 46'',+ 00h 01' 15'',5,2011,,,,
8,TEAM EUROPCAR,52h 02' 46'',+ 00h 01' 15'',5,2011,,,,
9,QUICK STEP CYCLING TEAM,52h 02' 52'',+ 00h 01' 21'',5,2011,,,,
10,RABOBANK CYCLING TEAM,52h 03' 05'',+ 00h 01' 34'',5,2011,,,,
11,KATUSHA TEAM,52h 03' 17'',+ 00h 01' 46'',5,2011,,,,
12,OMEGA PHARMA - LOTTO,52h 03' 19'',+ 00h 01' 48'',5,2011,,,,
13,BMC RACING TEAM,52h 03' 36'',+ 00h 02' 05'',5,2011,,,,
14,COFIDIS LE CREDIT EN LIGNE,52h 03' 50'',+ 00h 02' 19'',5,2011,,,,
15,LIQUIGAS-CANNONDALE,52h 03' 50'',+ 00h 02' 19'',5,2011,,,,
16,FDJ,52h 04' 13'',+ 00h 02' 42'',5,2011,,,,
17,VACANSOLEIL-DCM,52h 04' 38'',+ 00h 03' 07'',5,2011,,,,
18,AG2R LA MONDIALE,52h 05' 00'',+ 00h 03' 29'',5,2011,,,,
19,LAMPRE - ISD,52h 06' 07'',+ 00h 04' 36'',5,2011,,,,
20,SAUR-SOJASUN,52h 08' 00'',+ 00h 06' 29'',5,2011,,,,
21,EUSKALTEL - EUSKADI,52h 08' 01'',+ 00h 06' 30'',5,2011,,,,
22,SAXO BANK SUNGARD,52h 09' 56'',+ 00h 08' 25'',5,2011,,,,
1,TEAM GARMIN - CERVELO,67h 42' 22'',-,6,2011,,,,
2,SKY PROCYCLING,67h 42' 24'',+ 00h 00' 02'',6,2011,,,,
3,TEAM LEOPARD-TREK,67h 42' 26'',+ 00h 00' 04'',6,2011,,,,
4,TEAM RADIOSHACK,67h 42' 32'',+ 00h 00' 10'',6,2011,,,,
5,HTC - HIGHROAD,67h 42' 35'',+ 00h 00' 13'',6,2011,,,,
6,QUICK STEP CYCLING TEAM,67h 43' 43'',+ 00h 01' 21'',6,2011,,,,
7,RABOBANK CYCLING TEAM,67h 43' 56'',+ 00h 01' 34'',6,2011,,,,
8,PRO TEAM ASTANA,67h 43' 59'',+ 00h 01' 37'',6,2011,,,,
9,TEAM EUROPCAR,67h 44' 00'',+ 00h 01' 38'',6,2011,,,,
10,KATUSHA TEAM,67h 44' 08'',+ 00h 01' 46'',6,2011,,,,
11,COFIDIS LE CREDIT EN LIGNE,67h 44' 41'',+ 00h 02' 19'',6,2011,,,,
12,MOVISTAR TEAM,67h 44' 51'',+ 00h 02' 29'',6,2011,,,,
13,OMEGA PHARMA - LOTTO,67h 45' 15'',+ 00h 02' 53'',6,2011,,,,
14,FDJ,67h 45' 27'',+ 00h 03' 05'',6,2011,,,,
15,VACANSOLEIL-DCM,67h 45' 29'',+ 00h 03' 07'',6,2011,,,,
16,AG2R LA MONDIALE,67h 45' 51'',+ 00h 03' 29'',6,2011,,,,
17,BMC RACING TEAM,67h 46' 50'',+ 00h 04' 28'',6,2011,,,,
18,LIQUIGAS-CANNONDALE,67h 47' 03'',+ 00h 04' 41'',6,2011,,,,
19,LAMPRE - ISD,67h 47' 46'',+ 00h 05' 24'',6,2011,,,,
20,EUSKALTEL - EUSKADI,67h 48' 52'',+ 00h 06' 30'',6,2011,,,,
21,SAUR-SOJASUN,67h 50' 27'',+ 00h 08' 05'',6,2011,,,,
22,SAXO BANK SUNGARD,67h 54' 54'',+ 00h 12' 32'',6,2011,,,,
1,TEAM GARMIN - CERVELO,84h 39' 01'',-,7,2011,,,,
2,TEAM LEOPARD-TREK,84h 39' 05'',+ 00h 00' 04'',7,2011,,,,
3,TEAM RADIOSHACK,84h 39' 11'',+ 00h 00' 10'',7,2011,,,,
4,HTC - HIGHROAD,84h 39' 14'',+ 00h 00' 13'',7,2011,,,,
5,QUICK STEP CYCLING TEAM,84h 40' 22'',+ 00h 01' 21'',7,2011,,,,
6,RABOBANK CYCLING TEAM,84h 40' 35'',+ 00h 01' 34'',7,2011,,,,
7,KATUSHA TEAM,84h 40' 47'',+ 00h 01' 46'',7,2011,,,,
8,TEAM EUROPCAR,84h 41' 11'',+ 00h 02' 10'',7,2011,,,,
9,MOVISTAR TEAM,84h 41' 30'',+ 00h 02' 29'',7,2011,,,,
10,OMEGA PHARMA - LOTTO,84h 41' 54'',+ 00h 02' 53'',7,2011,,,,
11,FDJ,84h 42' 06'',+ 00h 03' 05'',7,2011,,,,
12,VACANSOLEIL-DCM,84h 42' 08'',+ 00h 03' 07'',7,2011,,,,
13,AG2R LA MONDIALE,84h 42' 30'',+ 00h 03' 29'',7,2011,,,,
14,BMC RACING TEAM,84h 43' 29'',+ 00h 04' 28'',7,2011,,,,
15,LIQUIGAS-CANNONDALE,84h 43' 42'',+ 00h 04' 41'',7,2011,,,,
16,LAMPRE - ISD,84h 44' 25'',+ 00h 05' 24'',7,2011,,,,
17,COFIDIS LE CREDIT EN LIGNE,84h 44' 26'',+ 00h 05' 25'',7,2011,,,,
18,EUSKALTEL - EUSKADI,84h 45' 31'',+ 00h 06' 30'',7,2011,,,,
19,PRO TEAM ASTANA,84h 46' 50'',+ 00h 07' 49'',7,2011,,,,
20,SKY PROCYCLING,84h 48' 21'',+ 00h 09' 20'',7,2011,,,,
21,SAUR-SOJASUN,84h 48' 28'',+ 00h 09' 27'',7,2011,,,,
22,SAXO BANK SUNGARD,84h 51' 33'',+ 00h 12' 32'',7,2011,,,,
1,TEAM GARMIN - CERVELO,98h 30' 04'',-,8,2011,,,,
2,TEAM LEOPARD-TREK,98h 30' 08'',+ 00h 00' 04'',8,2011,,,,
3,TEAM RADIOSHACK,98h 30' 39'',+ 00h 00' 35'',8,2011,,,,
4,HTC - HIGHROAD,98h 32' 14'',+ 00h 02' 10'',8,2011,,,,
5,KATUSHA TEAM,98h 33' 00'',+ 00h 02' 56'',8,2011,,,,
6,TEAM EUROPCAR,98h 33' 04'',+ 00h 03' 00'',8,2011,,,,
7,AG2R LA MONDIALE,98h 33' 51'',+ 00h 03' 47'',8,2011,,,,
8,QUICK STEP CYCLING TEAM,98h 33' 53'',+ 00h 03' 49'',8,2011,,,,
9,OMEGA PHARMA - LOTTO,98h 34' 28'',+ 00h 04' 24'',8,2011,,,,
10,VACANSOLEIL-DCM,98h 34' 39'',+ 00h 04' 35'',8,2011,,,,
11,MOVISTAR TEAM,98h 35' 01'',+ 00h 04' 57'',8,2011,,,,
12,RABOBANK CYCLING TEAM,98h 35' 02'',+ 00h 04' 58'',8,2011,,,,
13,LIQUIGAS-CANNONDALE,98h 37' 42'',+ 00h 07' 38'',8,2011,,,,
14,EUSKALTEL - EUSKADI,98h 38' 10'',+ 00h 08' 06'',8,2011,,,,
15,COFIDIS LE CREDIT EN LIGNE,98h 39' 05'',+ 00h 09' 01'',8,2011,,,,
16,PRO TEAM ASTANA,98h 39' 15'',+ 00h 09' 11'',8,2011,,,,
17,SKY PROCYCLING,98h 39' 35'',+ 00h 09' 31'',8,2011,,,,
18,BMC RACING TEAM,98h 41' 59'',+ 00h 11' 55'',8,2011,,,,
19,SAXO BANK SUNGARD,98h 44' 38'',+ 00h 14' 34'',8,2011,,,,
20,LAMPRE - ISD,98h 46' 10'',+ 00h 16' 06'',8,2011,,,,
21,FDJ,98h 51' 34'',+ 00h 21' 30'',8,2011,,,,
22,SAUR-SOJASUN,98h 53' 28'',+ 00h 23' 24'',8,2011,,,,
1,TEAM EUROPCAR,115h 03' 31'',-,9,2011,,,,
2,TEAM LEOPARD-TREK,115h 04' 03'',+ 00h 00' 32'',9,2011,,,,
3,TEAM RADIOSHACK,115h 04' 33'',+ 00h 01' 02'',9,2011,,,,
4,RABOBANK CYCLING TEAM,115h 04' 49'',+ 00h 01' 18'',9,2011,,,,
5,TEAM GARMIN - CERVELO,115h 05' 21'',+ 00h 01' 50'',9,2011,,,,
